Interest_Rate,Delay_from_due_date,Payment_of_Min_Amount,Outstanding_Debt,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Credit_Utilization_Ratio, Num_Bank_Accounts,Num_Credit_Card,Credit_Mix,Credit_History_Age,Credit_Score
3,6,No,1429.35,4,7,4,41.55789439,0,7,Standard,15,Good
3,11,No,1429.35,8,4,4,24.05473907,0,9,Bad,19.83333333,Good
3,11,No,1429.35,8,0,4,28.12076182,0,9,Bad,6.166666667,Good
3,11,No,1429.35,8,4,4,37.74937621,0,10,Bad,11.58333333,Standard
3,11,No,1429.35,8,0,4,41.50633539,0,7,Bad,11.16666667,Good
3,11,No,1429.35,8,3,0,39.83282905,0,9,Good,7.25,Good
3,13,No,1429.35,8,6,4,34.32946196,0,5,Bad,0,Good
3,8,No,1429.35,8,4,4,24.95089714,0,9,Bad,9.75,Good
16,18,Yes,1429.53,5,16,3,24.51519468,4,6,Standard,23.33333333,Standard
16,18,Yes,1429.53,5,18,3,34.94915628,4,5,Standard,23.58333333,Standard
16,19,Yes,1429.53,5,21,3,32.09879092,4,4,Standard,8.916666667,Standard
16,13,Yes,1429.53,5,18,3,27.6998191,4,6,Standard,13.25,Standard
16,18,Yes,1429.53,5,18,3,27.21897324,4,4,Good,0,Standard
16,18,NM,1429.53,5,18,3,32.98108652,4,2,Good,18.91666667,Standard
16,23,Yes,1429.53,5,15,9,41.77764471,4,2,Good,0,Standard
12,13,No,1429.63,1,12,4,28.91984026,7,10,Bad,4.833333333,Standard
12,13,No,1429.63,1,17,4,28.11602867,7,5,Bad,5.416666667,Standard
12,13,NM,1429.63,1,15,4,34.27708364,7,5,Bad,5.5,Standard
12,13,No,1429.63,3,14,4,25.10087997,7,8,Bad,2.666666667,Standard
12,18,NM,1429.63,3,0,4,25.54803599,7,5,Bad,14.66666667,Standard
12,13,No,1429.63,3,13,4,36.67229948,7,9,Bad,16.75,Poor
12,13,No,1429.63,3,14,4,26.18023249,7,3,Good,5.666666667,Poor
16,12,No,1429.96,2,11,1,32.76119206,6,6,Good,22.33333333,Standard
16,12,NM,1429.96,6,13,1,32.11017111,6,6,Standard,32.5,Standard
16,12,No,1429.96,6,14,1,29.40514081,6,4,Good,0,Standard
16,12,NM,1429.96,6,14,1,29.0643689,6,3,Good,0,Standard
16,12,No,1429.96,6,0,1,27.39346948,6,7,Standard,26.16666667,Standard
16,12,No,1429.96,6,13,1,25.66748228,6,3,Standard,16.41666667,Standard
16,12,No,1429.96,6,12,1,23.90347292,6,7,Good,31.66666667,Standard
16,8,No,1429.96,6,11,1,24.95136973,6,3,Good,21.75,Standard
18,50,Yes,1430.8,10,13,8,24.49214897,8,5,Good,29.41666667,Poor
18,48,Yes,1430.8,10,16,8,32.07477421,8,4,Good,23.83333333,Poor
18,46,Yes,1430.8,10,16,8,30.50847111,8,6,Standard,24.16666667,Poor
18,50,Yes,1430.8,10,18,8,27.7794169,7,1,Good,27,Standard
18,46,Yes,1430.8,10,16,8,26.95570113,7,4,Standard,22.83333333,Poor
18,50,Yes,1430.8,10,16,8,32.39744239,7,7,Good,30.75,Poor
18,50,Yes,1430.8,10,16,8,22.25344531,7,3,Good,0,Poor
18,50,Yes,1430.8,10,16,8,27.38519174,7,7,Good,17.41666667,Poor
16,20,No,1431.1,0,13,0,31.92287803,8,6,Good,0,Standard
16,17,No,1431.1,0,10,0,38.32108299,8,5,Good,15.41666667,Standard
16,17,No,1431.1,1,13,0,34.3949239,8,7,Good,17.33333333,Standard
16,20,No,1431.1,1,13,0,39.58482706,8,4,Standard,31.16666667,Standard
16,20,No,1431.1,1,12,0,36.70353104,8,5,Standard,30.83333333,Standard
16,20,No,1431.1,1,13,0,31.77287969,8,5,Standard,19.41666667,Standard
16,20,NM,1431.1,1,13,0,35.39830497,8,6,Good,22.16666667,Standard
16,20,No,1431.1,1,14,0,30.58509843,8,4,Standard,26.75,Standard
7,6,No,1431.22,1,12,3,23.82893026,2,9,Standard,7.666666667,Good
7,6,No,1431.22,1,12,3,33.30079102,2,7,Standard,7.916666667,Good
7,6,NM,1431.22,1,12,3,37.87473373,2,8,Bad,7.166666667,Good
7,6,No,1431.22,1,12,3,31.51879123,2,5,Standard,13,Standard
7,6,No,1431.22,1,12,3,38.83558498,2,6,Bad,7.666666667,Good
7,6,No,1431.22,1,15,3,36.70282691,2,8,Standard,11.41666667,Good
7,6,No,1431.22,1,12,3,38.05737934,2,8,Bad,11.75,Good
23,41,Yes,1431.47,8,22,6,25.48504059,8,6,Standard,5.833333333,Poor
23,41,Yes,1431.47,8,24,6,38.25226702,10,7,Bad,0,Poor
23,41,Yes,1431.47,8,21,6,30.88836298,8,5,Bad,6,Poor
23,46,NM,1431.47,8,21,6,37.11552461,8,5,Bad,8.833333333,Poor
23,41,Yes,1431.47,10,19,6,38.48977178,8,8,Bad,12.25,Poor
23,41,Yes,1431.47,10,0,6,38.05841874,8,7,Standard,17.58333333,Poor
23,36,Yes,1431.47,10,21,6,34.02494959,10,5,Bad,18.66666667,Poor
23,41,Yes,1431.47,10,21,6,37.23331338,8,8,Bad,14.83333333,Poor
13,29,Yes,1431.62,4,13,0,25.29793222,4,7,Bad,5.083333333,Standard
13,29,Yes,1431.62,16,10,0,39.52469717,4,9,Bad,16,Standard
13,29,Yes,1431.62,4,10,0,34.91162612,4,5,Standard,24.41666667,Standard
13,29,Yes,1431.62,4,10,0,37.08359619,4,7,Bad,13.5,Standard
13,29,NM,1431.62,4,9,0,26.22847668,4,8,Bad,10.75,Standard
13,29,Yes,1431.62,4,10,0,37.2090096,4,9,Standard,11.66666667,Standard
13,29,Yes,1431.62,4,8,0,31.7893788,4,5,Standard,12.16666667,Standard
13,25,Yes,1431.62,4,10,0,27.3882322,4,7,Bad,11.58333333,Standard
9,29,No,1431.83,1,10,3,40.24964429,5,10,Standard,10,Standard
9,25,No,1431.83,1,10,3,37.29239822,5,7,Standard,16,Standard
9,29,No,1431.83,1,8,3,37.88693507,5,5,Bad,6.666666667,Standard
9,31,NM,1431.83,4,7,3,36.79640117,5,5,Bad,14,Good
9,24,No,1431.83,4,10,3,25.23641165,5,5,Bad,14.33333333,Good
9,32,No,1431.83,4,12,0,26.469895,5,3,Good,6.166666667,Good
9,29,No,1431.83,4,10,3,35.40526979,5,4,Standard,16.41666667,Good
12,0,NM,1431.94,3,10,1,29.46417834,0,9,Bad,2,Good
12,0,No,1431.94,3,7,1,31.05411042,0,9,Bad,9.75,Good
12,0,NM,1431.94,3,7,0,40.14751807,0,8,Bad,0,Good
12,0,NM,1431.94,3,7,1,29.49565957,0,5,Bad,10,Good
12,0,No,1431.94,3,7,1,27.99195983,0,5,Bad,6.25,Good
12,0,No,1431.94,3,7,1,31.4163683,0,5,Bad,14.91666667,Standard
12,0,NM,1431.94,3,7,1,31.21463263,0,8,Standard,18.91666667,Good
12,0,No,1431.94,3,7,1,26.77027575,0,9,Bad,11.08333333,Standard
6,4,No,1432.03,4,0,1,36.77026247,5,4,Standard,16.41666667,Good
6,4,No,1432.03,4,0,1,33.51683993,5,5,Good,29.58333333,Good
6,1,No,1432.03,4,3,1,34.40622525,5,2,Good,21.5,Good
6,4,No,1432.03,4,2,1,31.91302685,5,7,Good,31.08333333,Good
6,4,No,1432.03,6,2,1,30.02276621,5,7,Good,19.08333333,Good
6,4,No,1432.03,6,2,1,41.8001007,5,4,Standard,16.83333333,Standard
6,4,NM,1432.03,6,4,1,28.81004825,5,1,Good,30.58333333,Good
6,4,No,1432.03,6,2,1,28.35972591,5,5,Good,29.66666667,Standard
26,40,Yes,1432.13,10,20,7,27.28255864,7,7,Bad,5.25,Poor
26,40,Yes,1432.13,10,20,7,28.40825925,7,4,Standard,18.58333333,Poor
26,40,Yes,1432.13,10,20,7,40.33559672,7,5,Bad,1.416666667,Poor
26,39,Yes,1432.13,10,18,7,28.41216322,7,7,Standard,19.66666667,Poor
26,40,Yes,1432.13,10,20,7,22.90906732,10,8,Bad,20,Poor
26,40,Yes,1432.13,10,18,7,28.38093378,7,7,Standard,0,Poor
26,35,Yes,1432.13,10,20,7,22.76772598,7,6,Bad,14.91666667,Standard
26,40,NM,1432.13,10,17,7,31.81819817,7,3,Standard,18.33333333,Poor
1,8,No,1432.22,2,8,2,26.76894021,3,6,Standard,18.08333333,Good
1,6,No,1432.22,2,10,2,23.9033129,3,5,Bad,8.5,Good
1,6,No,1432.22,2,6,2,28.88630876,3,5,Standard,25.75,Good
1,6,No,1432.22,2,0,2,39.87897151,3,3,Good,28.5,Good
1,6,No,1432.22,2,11,2,39.92154179,3,6,Standard,17.08333333,Good
1,3,No,1432.22,2,10,2,32.96274507,3,4,Standard,33,Good
1,6,No,1432.22,2,8,2,34.35638155,3,6,Standard,30.08333333,Good
15,21,Yes,1432.28,8,16,5,26.1088218,4,6,Standard,6.083333333,Poor
15,20,Yes,1432.28,8,0,5,34.09543421,4,7,Bad,6.416666667,Poor
15,18,Yes,1432.28,8,16,5,36.33177424,4,4,Standard,30.08333333,Poor
15,18,Yes,1432.28,8,16,5,25.99006711,4,7,Standard,32.83333333,Poor
15,18,Yes,1432.28,8,0,5,31.60705041,4,4,Standard,28,Poor
15,18,Yes,1432.28,8,16,5,39.12975415,4,5,Standard,19.66666667,Poor
15,22,NM,1432.28,8,16,5,39.6311358,4,6,Standard,18.41666667,Poor
34,57,Yes,1432.3,8,25,7,27.10130827,10,7,Good,21.5,Poor
34,57,Yes,1432.3,8,25,7,26.93736702,10,3,Good,23.41666667,Poor
34,57,Yes,1432.3,8,25,7,28.28781487,10,5,Good,22.91666667,Poor
34,57,NM,1432.3,8,25,7,30.68897226,10,7,Standard,17.91666667,Poor
34,60,Yes,1432.3,8,25,7,40.68626845,10,6,Good,24.83333333,Poor
34,57,Yes,1432.3,8,25,7,24.66838985,10,5,Good,18,Poor
32,40,NM,1432.71,6,19,7,25.64167252,6,7,Standard,0,Poor
32,31,Yes,1432.71,16,20,7,39.48805068,6,4,Good,16.83333333,Standard
32,34,Yes,1432.71,6,20,7,40.03995386,6,6,Standard,9.666666667,Poor
32,36,Yes,1432.71,6,20,7,27.08262539,6,7,Standard,16.91666667,Standard
32,36,Yes,1432.71,6,22,7,35.25079748,6,3,Standard,6.5,Poor
32,36,Yes,1432.71,6,20,7,29.79238367,6,6,Good,32,Poor
32,36,Yes,1432.71,0,18,7,34.73575957,6,6,Good,29.83333333,Poor
32,36,Yes,1432.71,6,0,7,34.3448505,6,3,Standard,23.91666667,Poor
5,7,Yes,1432.74,0,21,1,27.55189809,6,6,Good,16,Standard
5,2,Yes,1432.74,0,20,1,29.95583893,6,4,Good,32.75,Standard
5,7,Yes,1432.74,0,20,1,35.55443259,6,1,Good,0,Standard
5,7,Yes,1432.74,0,20,1,36.28413769,6,4,Good,21.41666667,Poor
5,9,Yes,1432.74,0,20,1,26.21802963,6,2,Good,28.25,Poor
5,7,Yes,1432.74,0,20,1,30.80260438,6,6,Good,15.91666667,Poor
5,7,Yes,1432.74,0,20,0,34.91050986,6,7,Good,16.91666667,Standard
15,29,No,1432.94,3,20,0,37.24640461,8,7,Good,21.5,Standard
15,29,No,1432.94,3,21,0,32.10481765,8,5,Standard,27.16666667,Standard
15,29,No,1432.94,0,19,0,35.16198778,8,1,Good,18.66666667,Standard
15,29,No,1432.94,3,19,0,43.75744523,8,5,Good,32,Standard
15,29,NM,1432.94,3,19,0,31.91431087,8,4,Standard,19.66666667,Standard
15,29,No,1432.94,3,18,0,26.91592279,8,7,Good,21.41666667,Standard
18,23,Yes,1433.03,1,11,0,30.55503364,6,4,Standard,23.58333333,Standard
18,28,Yes,1433.03,3,15,0,38.87592369,6,4,Standard,0,Standard
18,27,Yes,1433.03,3,12,0,26.08345486,6,5,Standard,26,Standard
18,25,Yes,1433.03,3,13,0,26.46252269,6,9,Standard,19.25,Standard
18,28,Yes,1433.03,3,14,0,27.76559946,6,6,Standard,0,Standard
18,23,NM,1433.03,3,13,0,41.82976045,6,5,Good,21.58333333,Standard
18,33,Yes,1433.03,3,10,0,36.48467282,6,3,Standard,19.58333333,Standard
18,28,NM,1433.03,3,13,0,40.64687937,6,6,Bad,17.41666667,Standard
15,5,No,1433.17,0,6,3,25.70840695,3,7,Good,30.16666667,Standard
15,10,No,1433.17,0,9,9,33.28717975,3,5,Standard,24.83333333,Standard
15,8,No,1433.17,0,9,3,25.1100029,3,6,Standard,12.66666667,Standard
15,8,No,1433.17,0,9,3,36.47595779,3,7,Standard,9.75,Standard
15,8,NM,1433.17,0,9,3,25.53327863,3,5,Good,27.83333333,Standard
15,8,NM,1433.17,0,11,3,25.35392804,3,1,Good,19.91666667,Standard
15,8,No,1433.17,0,9,3,23.9299992,3,1,Good,29,Standard
15,9,No,1433.17,0,11,3,31.88297719,3,6,Good,18.91666667,Standard
12,11,No,1433.43,4,12,0,41.00247314,8,5,Good,27.16666667,Standard
12,8,No,1433.43,4,13,0,27.56969238,8,3,Good,16.08333333,Standard
12,6,NM,1433.43,4,13,0,37.31909995,8,4,Good,0,Standard
12,8,No,1433.43,4,11,0,36.17818207,8,3,Good,21.41666667,Standard
12,11,No,1433.43,4,14,0,34.99988656,8,11,Good,23.5,Standard
12,6,NM,1433.43,4,13,0,39.94757178,8,6,Good,20.66666667,Standard
12,6,No,1433.43,4,13,0,30.2945361,8,5,Standard,19,Standard
12,6,No,1433.43,4,11,0,27.28280142,8,3,Good,22.83333333,Standard
2,13,No,1433.49,4,7,3,29.10245163,3,4,Good,16.83333333,Standard
2,14,No,1433.49,5,7,3,38.24960171,3,4,Good,18.5,Good
2,10,No,1433.49,5,7,3,27.04020558,3,6,Good,20.41666667,Good
2,11,No,1433.49,5,7,3,30.83991077,3,3,Standard,0,Good
2,10,No,1433.49,5,7,3,34.66837165,3,7,Standard,30.41666667,Good
2,10,No,1433.49,5,7,3,39.71929659,3,6,Standard,11.08333333,Standard
2,10,No,1433.49,5,7,3,37.50780635,3,4,Good,16.08333333,Good
8,26,Yes,1433.84,6,17,0,33.68504253,5,6,Bad,10.75,Standard
8,23,Yes,1433.84,6,0,0,30.55364319,5,7,Bad,6,Standard
8,27,Yes,1433.84,6,19,0,33.85155797,5,6,Standard,16.66666667,Standard
8,26,Yes,1433.84,6,19,0,36.70532957,5,10,Bad,10.33333333,Standard
8,26,Yes,1433.84,6,19,0,40.28945652,5,10,Bad,0,Standard
8,27,Yes,1433.84,6,22,9,34.9793327,5,9,Bad,15.66666667,Standard
8,26,Yes,1433.84,6,17,0,38.0537172,5,8,Bad,2.083333333,Standard
8,26,Yes,1433.84,11,19,0,29.4979287,5,8,Bad,13.83333333,Standard
6,3,No,1433.89,0,12,1,32.28449596,5,3,Standard,12.25,Good
6,3,No,1433.89,0,12,1,39.86075399,5,5,Standard,30.16666667,Good
6,3,No,1433.89,0,12,1,26.26556563,5,5,Standard,23.5,Good
6,3,No,1433.89,0,14,1,26.50591176,5,4,Standard,29.41666667,Good
6,3,No,1433.89,0,12,1,36.27400992,5,5,Good,28.91666667,Standard
6,3,No,1433.89,0,12,1,37.60834574,5,4,Good,18.83333333,Good
6,6,No,1433.89,0,0,1,28.03014479,5,4,Good,28.25,Good
6,2,No,1433.89,0,12,1,36.38311064,5,6,Standard,30.75,Good
1,2,No,1433.89,3,1,4,27.42131292,3,5,Standard,21.91666667,Standard
1,0,No,1433.89,3,1,4,33.69602541,3,6,Good,12.83333333,Standard
1,5,No,1433.89,3,1,4,27.65816293,3,3,Good,23.41666667,Standard
1,0,NM,1433.89,3,0,4,39.78177428,3,7,Standard,23.41666667,Standard
1,0,NM,1433.89,3,1,4,33.78558874,3,1,Good,32.33333333,Standard
1,0,No,1433.89,7,4,4,30.50257851,3,7,Good,28.75,Standard
1,0,No,1433.89,7,4,4,42.18564391,3,4,Standard,19.08333333,Standard
8,6,Yes,1434.01,6,13,5,36.96290538,7,5,Good,15.91666667,Standard
8,6,Yes,1434.01,6,13,5,41.35958542,7,3,Standard,32.91666667,Standard
8,6,Yes,1434.01,6,13,5,36.76702663,7,6,Standard,0,Standard
8,2,Yes,1434.01,6,13,5,34.05347039,7,7,Standard,11.41666667,Standard
8,6,Yes,1434.01,6,13,5,40.66413158,7,3,Good,23.66666667,Standard
8,6,Yes,1434.01,6,13,5,26.29132984,7,4,Standard,28.41666667,Standard
8,6,NM,1434.01,8,13,5,39.08485804,7,1,Good,26,Standard
8,6,Yes,1434.01,8,13,5,25.92502138,7,2,Good,22.5,Standard
14,27,NM,1434.18,0,14,0,36.40334286,5,4,Good,22,Standard
14,27,Yes,1434.18,0,14,9,32.68548796,5,3,Standard,12.66666667,Standard
14,28,Yes,1434.18,0,14,0,30.57840241,5,7,Standard,17.08333333,Standard
14,28,NM,1434.18,0,14,0,35.76675745,5,3,Standard,30.5,Standard
14,28,Yes,1434.18,0,14,0,35.86151254,5,5,Good,22.16666667,Standard
14,24,Yes,1434.18,4,14,0,34.65901547,5,7,Standard,24.75,Standard
14,28,Yes,1434.18,4,14,0,32.42578425,5,6,Standard,15.66666667,Standard
14,28,Yes,1434.18,4,15,0,31.06105624,5,7,Standard,19.91666667,Standard
8,28,Yes,1434.18,4,17,4,31.56960215,5,7,Good,33.16666667,Standard
8,28,Yes,1434.18,4,15,4,37.9659402,5,7,Good,23.91666667,Standard
8,28,Yes,1434.18,4,15,4,27.79813452,5,4,Good,15.5,Standard
8,28,Yes,1434.18,4,15,0,25.47960265,5,6,Good,17.58333333,Standard
8,28,Yes,1434.18,4,17,4,30.00097647,5,5,Good,27.83333333,Standard
8,28,Yes,1434.18,4,15,4,23.03232951,5,3,Standard,21.5,Standard
8,28,Yes,1434.18,4,19,4,39.5050962,5,6,Good,29.25,Standard
8,28,Yes,1434.18,4,16,4,36.87147069,5,4,Good,28.16666667,Standard
15,52,Yes,1434.39,12,16,9,27.17934259,7,5,Standard,19.25,Standard
15,62,NM,1434.39,15,16,9,23.70588448,7,10,Bad,5.416666667,Poor
15,58,NM,1434.39,15,16,9,24.40622613,7,6,Standard,28.08333333,Poor
15,61,Yes,1434.39,15,16,9,35.02777246,7,9,Bad,11.41666667,Poor
15,57,Yes,1434.39,15,16,9,37.31994207,7,3,Standard,33.08333333,Poor
15,57,Yes,1434.39,15,16,9,36.43138069,7,6,Good,20.16666667,Poor
15,57,Yes,1434.39,15,16,9,34.93664239,7,7,Good,7.083333333,Poor
15,57,NM,1434.39,15,16,9,25.83673339,7,8,Bad,11.33333333,Poor
16,16,Yes,1434.54,9,8,3,32.16885754,8,7,Good,26.41666667,Poor
16,14,Yes,1434.54,9,8,3,25.10547272,8,1,Good,19.41666667,Poor
16,14,Yes,1434.54,9,8,0,38.87219693,8,4,Good,26.58333333,Poor
16,14,Yes,1434.54,11,8,3,31.24982024,8,3,Good,22.75,Poor
16,14,Yes,1434.54,11,9,3,27.85771249,8,3,Good,18.66666667,Poor
16,12,Yes,1434.54,11,8,3,32.53338665,8,3,Good,21.91666667,Poor
16,14,Yes,1434.54,16,8,3,37.38948268,8,3,Good,20,Poor
15,23,Yes,1434.58,7,18,7,39.5521333,8,4,Good,32.08333333,Standard
15,25,Yes,1434.58,7,18,7,29.52229952,8,4,Standard,28.16666667,Standard
15,25,Yes,1434.58,7,18,7,22.31955542,8,5,Good,16.75,Standard
15,25,Yes,1434.58,7,18,7,37.36543062,8,5,Good,26.83333333,Good
15,25,Yes,1434.58,9,18,7,34.30424178,8,3,Good,22.33333333,Good
15,25,NM,1434.58,9,18,7,28.86606817,8,3,Good,28.41666667,Good
15,25,Yes,1434.58,9,18,7,37.09318629,8,3,Standard,7.75,Good
15,25,Yes,1434.58,9,18,7,23.06834394,8,8,Standard,0,Good
4,4,No,1434.75,3,0,1,28.6454382,0,5,Bad,19.66666667,Good
4,4,No,1434.75,3,2,1,39.81578985,0,3,Standard,17.66666667,Good
4,4,No,1434.75,3,0,1,28.19691765,0,9,Bad,7.666666667,Good
4,4,No,1434.75,3,2,1,27.90286922,0,6,Standard,12.25,Good
4,4,No,1434.75,3,2,1,38.96036729,0,6,Standard,27.16666667,Good
4,4,No,1434.75,5,2,1,33.63300329,0,7,Standard,29.25,Good
4,9,No,1434.75,5,2,1,26.84326068,0,6,Good,15.08333333,Good
4,6,No,1434.75,5,2,1,35.86704595,0,3,Standard,13.83333333,Good
12,8,No,1434.88,4,10,4,30.03687327,10,5,Good,23.83333333,Good
12,8,No,1434.88,4,7,0,33.10618242,1,5,Good,26.5,Good
12,5,No,1434.88,4,7,4,30.80783493,1,3,Standard,27.25,Good
12,8,No,1434.88,4,9,4,34.89227846,1,5,Good,16.08333333,Good
12,8,No,1434.88,4,7,4,32.12193067,1,5,Good,18,Good
12,8,No,1434.88,4,7,4,35.79898934,1,3,Good,21.91666667,Good
12,8,No,1434.88,4,7,4,33.82977082,1,6,Good,32.25,Good
12,8,No,1434.88,0,7,4,26.25377664,1,5,Good,32.25,Good
10,6,No,1434.97,4,15,0,33.62548727,3,7,Standard,15.75,Standard
10,6,No,1434.97,4,15,0,31.35704724,3,6,Standard,9.5,Good
10,6,No,1434.97,4,15,0,32.14044222,3,6,Standard,26.41666667,Good
10,10,No,1434.97,4,15,0,28.60237324,3,6,Bad,9.25,Good
10,4,No,1434.97,4,15,0,24.75948048,3,4,Standard,25.33333333,Good
10,6,No,1434.97,4,15,0,35.64246948,3,6,Bad,19.66666667,Good
10,6,No,1434.97,4,13,0,26.42172835,3,7,Bad,12,Standard
10,26,No,1435.2,2,0,1,37.98939684,6,6,Bad,3.416666667,Standard
10,26,No,1435.2,2,14,1,27.15875835,6,4,Standard,18.58333333,Standard
10,26,No,1435.2,2,15,1,30.74830573,6,10,Bad,10.16666667,Standard
10,26,No,1435.2,2,15,1,29.17985632,6,6,Standard,18.41666667,Standard
10,26,No,1435.2,2,13,1,29.36641436,6,5,Bad,16.5,Standard
10,26,No,1435.2,2,15,1,38.23263867,6,10,Bad,7.75,Standard
10,26,No,1435.2,2,17,0,26.20418861,6,6,Bad,7.333333333,Standard
10,26,NM,1435.2,5,15,1,36.24895919,6,6,Bad,3.666666667,Standard
9,4,No,1435.21,3,11,0,38.38196625,2,9,Standard,5.916666667,Good
9,4,No,1435.21,3,9,2,25.49495519,2,8,Standard,9.75,Good
9,4,No,1435.21,4,9,2,33.62330612,2,9,Bad,13.58333333,Good
9,4,No,1435.21,4,12,2,36.03230496,2,10,Bad,2.833333333,Good
9,4,No,1435.21,4,9,0,34.20840983,2,5,Bad,6.583333333,Good
9,4,No,1435.21,4,9,2,37.8229976,2,5,Bad,9.083333333,Good
9,4,No,1435.21,4,9,2,35.03532982,2,6,Bad,6.25,Good
9,4,No,1435.21,4,6,2,31.05560471,2,8,Bad,8.416666667,Good
10,12,No,1435.29,1,9,4,34.15319696,2,5,Good,0,Poor
10,18,No,1435.29,1,11,4,35.39021212,2,4,Good,28.5,Poor
10,10,No,1435.29,1,10,4,31.56477928,2,7,Good,27.08333333,Poor
10,10,NM,1435.29,1,10,4,41.92816883,2,5,Good,27.16666667,Poor
10,15,No,1435.29,1,12,4,43.35686891,2,3,Good,28.25,Poor
10,13,No,1435.29,1,15,4,27.70925513,2,5,Good,0,Poor
10,13,NM,1435.29,1,12,4,34.15678106,2,3,Standard,20.5,Standard
10,13,No,1435.29,3,12,4,27.3609159,2,4,Standard,6.5,Standard
1,5,No,1435.39,2,4,0,30.24433257,0,6,Good,29,Standard
1,5,No,1435.39,2,0,0,38.73415022,0,5,Good,17.83333333,Good
1,8,No,1435.39,2,7,0,28.88661329,0,6,Good,32.58333333,Good
1,6,NM,1435.39,5,6,0,38.84845897,0,4,Good,24.66666667,Good
1,5,No,1435.39,5,10,0,37.27392608,0,6,Standard,20.66666667,Good
1,6,No,1435.39,5,7,0,34.17421345,0,4,Standard,25.33333333,Good
15,47,Yes,1435.6,9,21,6,26.62553012,9,4,Standard,19.25,Poor
15,50,Yes,1435.6,9,19,6,23.62519217,9,4,Good,0,Poor
15,47,NM,1435.6,9,18,6,24.62813859,9,5,Good,28.58333333,Poor
15,48,NM,1435.6,9,18,6,38.2504012,9,6,Standard,22.41666667,Standard
15,47,Yes,1435.6,9,20,6,38.4046754,9,6,Good,0,Poor
15,47,Yes,1435.6,9,18,6,33.61635042,9,5,Good,23.41666667,Poor
15,47,Yes,1435.6,9,20,6,34.39734579,9,2,Good,24.5,Poor
1,0,No,1435.61,4,9,0,26.30718351,0,3,Good,26.75,Standard
1,0,No,1435.61,4,10,0,32.73796022,0,6,Good,27.33333333,Standard
1,0,NM,1435.61,7,0,0,29.75288611,0,5,Standard,31,Standard
1,0,NM,1435.61,7,9,0,33.04803119,0,7,Standard,13.66666667,Standard
1,0,No,1435.61,7,9,0,34.01586124,0,3,Standard,0,Standard
1,2,No,1435.61,7,9,0,42.60395458,0,4,Standard,11.75,Standard
1,0,No,1435.61,7,6,0,28.97646406,0,6,Standard,29.33333333,Standard
1,0,NM,1435.61,7,11,0,27.52359551,0,6,Standard,14.16666667,Standard
9,6,Yes,1435.83,7,0,5,32.94579661,6,4,Standard,23.25,Standard
9,6,Yes,1435.83,7,12,5,32.28547121,6,4,Standard,25.83333333,Standard
9,3,Yes,1435.83,7,11,5,27.31782556,6,4,Standard,17.16666667,Standard
9,9,Yes,1435.83,7,13,5,31.87836881,6,4,Standard,27.91666667,Poor
9,6,Yes,1435.83,7,10,5,24.00456684,6,5,Standard,29.66666667,Poor
9,6,Yes,1435.83,7,0,5,27.29851025,10,7,Good,0,Poor
9,6,Yes,1435.83,7,10,5,33.47609058,6,5,Standard,19.41666667,Poor
9,7,Yes,1435.83,7,7,5,28.48511951,6,5,Good,26.08333333,Standard
13,15,Yes,1435.94,8,15,3,23.49229303,6,6,Bad,0.583333333,Standard
13,10,Yes,1435.94,8,15,3,34.17039855,6,9,Bad,13.91666667,Standard
13,15,Yes,1435.94,8,15,3,24.14153939,6,5,Bad,12.75,Standard
13,15,Yes,1435.94,8,15,3,27.36330156,6,8,Bad,7.166666667,Standard
13,15,Yes,1435.94,12,15,3,27.1348592,6,10,Bad,14,Standard
13,15,Yes,1435.94,12,15,3,34.1650074,6,9,Standard,0,Standard
13,15,Yes,1435.94,12,16,3,38.84157707,6,5,Bad,7.666666667,Standard
13,16,Yes,1435.94,12,12,3,40.22106488,6,10,Bad,14.33333333,Standard
10,14,Yes,1436.53,7,10,4,30.1525351,7,9,Bad,7.416666667,Standard
10,14,NM,1436.53,7,10,4,25.5985265,7,6,Good,19.16666667,Standard
10,14,Yes,1436.53,7,8,4,31.66499118,7,3,Standard,31.08333333,Standard
10,14,Yes,1436.53,7,10,4,38.6260182,7,6,Standard,24.33333333,Standard
10,14,Yes,1436.53,7,10,4,36.97521159,7,6,Standard,20.08333333,Standard
10,14,NM,1436.53,7,11,4,39.49249398,7,5,Standard,10.83333333,Standard
9,11,Yes,1436.54,3,14,4,27.17828509,4,1,Good,31.16666667,Standard
9,11,Yes,1436.54,3,16,4,36.78584022,4,3,Good,28.58333333,Standard
9,11,Yes,1436.54,3,16,4,29.42162,4,6,Standard,30.41666667,Standard
9,11,Yes,1436.54,5,16,4,30.95569899,4,5,Standard,26.16666667,Standard
9,11,Yes,1436.54,5,17,4,28.83646426,4,4,Standard,9.916666667,Standard
9,11,Yes,1436.54,5,16,4,30.64505263,4,3,Standard,15.16666667,Standard
9,11,Yes,1436.54,5,19,4,26.57264206,10,4,Good,33.41666667,Standard
9,11,Yes,1436.54,5,15,4,34.55812528,4,4,Standard,24.41666667,Standard
7,2,No,1436.59,0,14,4,33.02169437,6,7,Good,32.5,Standard
7,6,No,1436.59,0,13,4,32.85813863,6,4,Good,33.16666667,Standard
7,6,No,1436.59,0,15,4,39.79081614,6,5,Good,30.41666667,Standard
7,6,No,1436.59,0,15,4,31.0792303,6,6,Standard,27.75,Poor
