Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Mortgage Loan,Not Specified,Personal Loan,Debt Consolidation Loan,Credit-Builder Loan,Payday Loan,Home Equity Loan,Auto Loan,Student Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
34.0,33616.73,2828.394167,2,6.0,10.0,1.0,,,,,,1.0,,,,1.0,2.0,7.73,9.0,,1267.26,26.88995421,30,No,24.11185039,54.86094764,HighspentSmallvaluepayments,463.8666186,Standard
34.0,33616.73,2828.394167,2,6.0,10.0,1.0,,,,,,1.0,,,,1.0,3.0,7.73,9.0,Good,1267.26,38.60989136,30,No,24.11185039,135.7364999,HighspentSmallvaluepayments,382.9910664,Good
34.0,33616.73,0.0,2,6.0,10.0,1.0,,,,,,1.0,,,,1.0,3.0,2.73,9.0,,1267.26,26.49604996,0,No,24.11185039,59.64377293,HighspentLargevaluepayments,439.0837934,Good
41.0,64692.9,5643.075,2,4.0,12.0,0.0,,,,,,,,,,14.0,9.0,1.03,2.0,Good,1267.96,40.64872069,15,No,0.0,203.795705,HighspentMediumvaluepayments,610.511795,Good
41.0,64692.9,5643.075,2,4.0,12.0,0.0,,,,,,,,,,14.0,10.0,1.03,2.0,Good,1267.96,35.31773475,15,No,0.0,10000.0,LowspentSmallvaluepayments,154.0444868,Standard
41.0,64692.9,5643.075,2,4.0,12.0,0.0,,,,,,,,,,18.0,13.0,1.03,0.0,Good,1267.96,38.98551726,15,No,0.0,71.08156,HighspentLargevaluepayments,733.22594,Good
41.0,64692.9,5357.775058,1,3.0,12.0,0.0,,,,,,,,,,9.0,10.0,0.0,2.0,Good,1267.96,37.3975108,15,No,285.2999421,0.0,LowspentLargevaluepayments,479.4229209,Good
41.0,64692.9,5357.775058,1,3.0,12.0,0.0,,,,,,,,,,14.0,10.0,1.03,3.0,Good,1267.96,26.93186768,15,No,285.2999421,240.5967511,,593.7107489,Good
41.0,64692.9,5357.775058,1,3.0,12.0,0.0,,,,,,,,,,14.0,10.0,1.03,3.0,Good,1267.96,42.11454364,0,No,285.2999421,190.1550921,HighspentMediumvaluepayments,624.1524079,Good
41.0,64692.9,5357.775058,1,3.0,12.0,0.0,,,,,,,,,,14.0,10.0,1.03,3.0,Good,1267.96,25.04048415,15,No,285.2999421,380.6717354,HighspentSmallvaluepayments,443.6357646,Good
41.0,64692.9,5357.775058,1,3.0,12.0,0.0,,,,,,,,,,14.0,10.0,1.03,3.0,Good,1267.96,39.86105321,15,No,285.2999421,113.784681,HighspentSmallvaluepayments,710.522819,Good
23.0,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,5.0,14.0,19.17,2.0,,1267.99,42.45212042860001,29,Yes,42.26905625,59.29526433,HighspentLargevaluepayments,981.9911794,Standard
4124.150000000023,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,5.0,11.0,19.17,7.0,,1267.99,35.82244371,29,Yes,42.26905625,574.7031045,LowspentMediumvaluepayments,506.5833393,Standard
23.0,100674.66,0.0,4,4.0,7.0,1.0,,,,,,1.0,,,,5.0,14.0,19.17,7.0,Standard,1267.99,39.49822972,29,Yes,42.26905625,200.0477253,HighspentLargevaluepayments,841.2387184,Standard
23.0,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,5.0,16.0,19.17,7.0,,1267.99,36.6339745,29,Yes,42.26905625,167.7593198,HighspentLargevaluepayments,873.5271239,Standard
23.0,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,3.0,12.0,24.17,7.0,Standard,1267.99,29.29076642,30,NM,42.26905625,188.5504845,HighspentLargevaluepayments,852.7359592,Standard
23.0,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,5.0,14.0,19.17,7.0,,1267.99,32.5510773,30,Yes,42.26905625,448.0265949,LowspentMediumvaluepayments,633.2598489,Standard
23.0,100674.66,8435.555,4,4.0,7.0,1.0,,,,,,1.0,,,,4.0,14.0,19.17,7.0,Standard,1267.99,30.38282858,30,Yes,42.26905625,290.4785194,HighspentMediumvaluepayments,760.8079244,Standard
42.0,19331.53,1417.960833,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,42.0,17.0,15.47,8.0,,1268.03,35.27249926,7,Yes,21.28260906,0.0,LowspentSmallvaluepayments,290.318114,Poor
42.0,19331.53,1417.960833,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,17.0,8.47,8.0,Standard,1268.03,33.2402899,8,Yes,21.28260906,135.9036031,LowspentSmallvaluepayments,274.6098711,Poor
42.0,19331.53,0.0,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,20.0,15.47,8.0,Standard,1268.03,37.80965708,8,Yes,5405.460000000196,93.22776671,HighspentSmallvaluepayments,287.2857076,Poor
42.0,19331.53,1417.960833,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,16.0,10.47,8.0,Standard,1268.03,22.94713478,0,Yes,21.28260906,78.83294999,LowspentLargevaluepayments,311.6805243,Poor
42.0,19331.53,1417.960833,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,17.0,15.47,8.0,Standard,1268.03,27.79752845,8,Yes,21.28260906,0.0,LowspentSmallvaluepayments,223.0502621,Poor
42.0,19331.53,1417.960833,6,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,19.0,15.47,8.0,,1268.03,25.47993533,8,Yes,21.28260906,53.35116998,LowspentSmallvaluepayments,357.1623043,Poor
43.0,19331.53,1417.960833,10,7.0,27.0,2.0,1.0,,,,1.0,,,,,44.0,16.0,15.47,8.0,Standard,1268.03,31.67287365,0,Yes,21.28260906,97.0040513,LowspentSmallvaluepayments,313.509423,Poor
27.0,46174.58,3652.881667,8,3.0,4.0,0.0,,1.0,1.0,,,,,,1.0,13.0,9.0,1.97,3.0,Good,1268.49,31.31521386,21,No,99.83624426,48.92613221,HighspentMediumvaluepayments,466.5257902,Good
27.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,14.0,8.0,1.97,3.0,Good,1268.49,31.40221895,21,NM,99.83624426,88.92440001,HighspentMediumvaluepayments,426.5275224,Good
27.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,12.0,10.0,0.0,3.0,Good,1268.49,25.90448272,21,No,99.83624426,253.6477476,LowspentMediumvaluepayments,291.8041748,Good
28.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,13.0,0.0,0.0,3.0,Good,1268.49,40.88885345,21,NM,99.83624426,78.14302905,HighspentMediumvaluepayments,437.3088934,Good
28.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,13.0,6.0,1.97,3.0,Good,1268.49,37.58242629,21,No,99.83624426,225.8342309,LowspentMediumvaluepayments,319.6176915,Good
28.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,10.0,8.0,1.97,3.0,Good,1268.49,33.22900108,21,NM,99.83624426,10000.0,LowspentLargevaluepayments,362.4023459,Standard
28.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,13.0,8.0,1.97,6.0,Good,1268.49,30.31026472,0,No,99.83624426,248.3918379,LowspentMediumvaluepayments,297.0600845,Good
28.0,46174.58,3652.881667,8,3.0,4.0,3.0,,1.0,1.0,,,,,,1.0,13.0,8.0,1.97,6.0,Good,1268.49,40.9786247,21,No,99.83624426,130.7551986,LowspentSmallvaluepayments,424.6967238,Good
39.0,19109940.0,0.0,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,8.0,0.0,12.16,0.0,Standard,1268.55,39.78199035,13,Yes,57.0162067,18.44406695,HighspentLargevaluepayments,361.8387263,Standard
39.0,22655.88,1972.99,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,6.0,14.0,19.16,5.0,Standard,1268.55,30.46281182,13,Yes,57.0162067,18.42957817,HighspentLargevaluepayments,361.8532151,Standard
39.0,22655.88,1972.99,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,8.0,14.0,14.16,5.0,Standard,1268.55,33.08170828,14,Yes,57.0162067,114.189742,HighspentSmallvaluepayments,286.0930513,Standard
39.0,22655.88,1972.99,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,8.0,15.0,19.16,5.0,,1268.55,36.7699123,14,Yes,57.0162067,50.82178106,HighspentSmallvaluepayments,349.4610122,Standard
39.0,22655.88,0.0,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,10.0,0.0,19.16,5.0,,1268.55,29.34385547,0,Yes,57.0162067,62.26448033,HighspentMediumvaluepayments,328.018313,Standard
39.0,22655.88,1972.99,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,8.0,16.0,19.16,5.0,Standard,1268.55,33.73240397,14,Yes,57.0162067,73.78333418,LowspentMediumvaluepayments,346.4994591,Standard
39.0,22655.88,1972.99,7,4.0,8.0,4.0,1.0,1.0,1.0,,,,,,1.0,8.0,14.0,19.16,5.0,,1268.55,28.50660532,14,Yes,57.0162067,147.1883257,LowspentMediumvaluepayments,273.0944676,Standard
18.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,14.0,1.0,9.36,1.0,Good,1268.57,26.88546016,24,No,364.3603102,831.4000085,LowspentMediumvaluepayments,156.3220146,Standard
18.0,125385.88,10720.82333,2,5.0,5.0,0.0,1.0,1.0,1.0,1.0,,,,,,17.0,1.0,9.36,1.0,Good,1268.57,38.85456998,24,NM,364.3603102,529.8424646,HighspentSmallvaluepayments,437.8795586,Standard
18.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,12.0,0.0,9.36,1.0,Good,1268.57,32.48960286,24,No,364.3603102,168.8684713,,778.8535519,Standard
18.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,14.0,5.0,9.36,1.0,Good,1268.57,30.30438661,24,No,364.3603102,201.0749886,,746.6470346,Standard
19.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,17.0,2.0,5.36,5.0,,1268.57,38.86219216,25,No,364.3603102,405.2931371,HighspentMediumvaluepayments,552.4288861,Standard
19.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,14.0,4.0,9.36,5.0,Good,1268.57,39.1442445,25,No,364.3603102,0.0,,63.55550356,Standard
19.0,125385.88,10720.82333,2,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,15.0,0.0,6.36,5.0,,1268.57,31.93902608,25,No,364.3603102,422.2093597,HighspentMediumvaluepayments,535.5126635,Standard
28.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,0.0,9.37,9.0,Standard,1268.79,28.89118749,8,Yes,215.4274566,143.5775565,HighspentMediumvaluepayments,357.9674869,Poor
28.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,20.0,9.37,9.0,Standard,1268.79,30.41432483,8,Yes,215.4274566,194.3318196,HighspentMediumvaluepayments,307.2132237,Poor
28.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,19.0,7.37,9.0,,1268.79,25.41523464,8,NM,215.4274566,445.0354849,LowspentSmallvaluepayments,96.5095585,Poor
28.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,11.0,19.0,9.37,9.0,Standard,1268.79,26.11701946,8,Yes,215.4274566,526.526415,LowspentSmallvaluepayments,15.0186284,Poor
28.0,57872.7,0.0,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,22.0,16.37,9.0,Standard,1268.79,22.7523805464,8,NM,215.4274566,369.8095133,LowspentMediumvaluepayments,161.73553,Poor
28.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,19.0,9.37,9.0,Standard,1268.79,24.97261281,8,Yes,215.4274566,421.9182059,LowspentMediumvaluepayments,109.6268374,Standard
29.0,57872.7,4669.725,7,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,16.0,9.37,9.0,Standard,1268.79,35.75713469,8,Yes,215.4274566,92.57113418,HighspentMediumvaluepayments,408.9739092,Poor
29.0,57872.7,4669.725,10,5.0,28.0,5.0,,,,1.0,1.0,,1.0,2.0,,7.0,20.0,9.37,9.0,Standard,1268.79,36.23096886,0,Yes,215.4274566,214.0229506,LowspentMediumvaluepayments,317.5220928,Poor
30.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,7.51,1.0,Good,1268.9,36.89993727,28,No,73.09779735,116.1651414,HighspentSmallvaluepayments,447.1694779,Standard
30.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,7.51,1.0,,1268.9,39.42324568,28,NM,73.09779735,129.1798148,HighspentSmallvaluepayments,434.1548045,Standard
31.0,41871.89,0.0,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,7.51,1.0,,1268.9,26.47152002,28,No,73.09779735,73.59458231,HighspentSmallvaluepayments,489.740037,Standard
31.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,7.51,5.0,,1268.9,33.97709315,28,No,73.09779735,10000.0,LowspentLargevaluepayments,470.0597907,Standard
31.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,0.0,7.51,16.0,Good,1268.9,30.23592651,0,No,73.09779735,95.77658157,HighspentSmallvaluepayments,467.5580378,Standard
31.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,5.51,5.0,Good,1268.9,38.25688162,29,No,73.09779735,0.0,HighspentSmallvaluepayments,331.3557714,Standard
31.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,4.0,10.0,9.51,5.0,Good,1268.9,37.60087667,29,No,73.09779735,189.8673615,LowspentSmallvaluepayments,403.4672578,Poor
31.0,41871.89,3764.324167,2,4.0,4.0,4.0,1.0,,,,,1.0,1.0,1.0,,1.0,10.0,14.51,5.0,Good,1268.9,29.68344023,29,No,73.09779735,132.7355172,LowspentSmallvaluepayments,460.5991021,Poor
29.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,9.0,3.0,9.52,4.0,Good,1268.94,28.85689835,29,NM,18.6047796,78.82724423,HighspentMediumvaluepayments,378.2005595,Good
29.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,9.0,0.0,9.52,4.0,Good,1268.94,24.64629981,29,No,18.6047796,213.8170896,LowspentMediumvaluepayments,273.2107141,Good
29.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,9.0,3.0,9.52,7.0,,1268.94,38.03392017,29,No,18.6047796,24.35576006,HighspentLargevaluepayments,422.6720437,Good
29.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,9.0,3.0,15.52,7.0,Good,1268.94,26.38195715,29,No,18.6047796,226.7061421,LowspentSmallvaluepayments,270.3216617,Standard
29.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,8.0,1.0,9.52,7.0,Good,1268.94,28.0546936,30,No,18.6047796,171.5588568,LowspentSmallvaluepayments,325.468947,Standard
725.0,29823.91,0.0,1,1.0,2.0,1.0,,1.0,,,,,,,,14.0,5.0,9.52,7.0,Good,1268.94,40.61753002,30,NM,18.6047796,180.5025886,LowspentLargevaluepayments,296.5252151,Good
30.0,29823.91,2256.325833,1,1.0,2.0,1.0,,1.0,,,,,,,,9.0,1.0,9.52,7.0,Good,1268.94,26.51191901,0,No,18.6047796,10000.0,HighspentMediumvaluepayments,415.3727836,Good
18.0,19784.23,0.0,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,17.0,3.63,12.0,Bad,1268.96,24.47538226,17,Yes,66.81748257,196.628486,LowspentSmallvaluepayments,213.2226148,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,15.0,10.63,16.0,Bad,1268.96,34.34426374,17,Yes,66.81748257,72.83899719,LowspentLargevaluepayments,317.0121036,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,55.0,14.0,3.63,16.0,Bad,1268.96,24.44246811,17,Yes,66.81748257,90.44909941,HighspentSmallvaluepayments,289.4020013,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,18.0,3.63,16.0,Bad,1268.96,29.76095902,17,Yes,66.81748257,189.2959723,LowspentSmallvaluepayments,220.5551285,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,16.0,3.63,16.0,,1268.96,26.56225255,17,Yes,66.81748257,10000.0,LowspentSmallvaluepayments,267.0031066,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,16.0,3.63,16.0,Bad,1268.96,29.26281265,17,Yes,66.81748257,10000.0,LowspentLargevaluepayments,320.6696971,Poor
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,48.0,16.0,3.63,16.0,Bad,1268.96,28.66900759,17,Yes,66.81748257,50.03850459,HighspentSmallvaluepayments,329.8125962,Standard
18.0,19784.23,1866.685833,7,9.0,19.0,5.0,1.0,,,,,2.0,1.0,,1.0,53.0,16.0,3.63,16.0,Bad,1268.96,24.17898207,17,Yes,66.81748257,16.44642199,HighspentLargevaluepayments,343.4046788,Standard
25.0,11586.36,1141.53,10,5.0,17.0,2.0,1.0,,,,1.0,,,,,25.0,11.0,19.03,2.0,Standard,1269.23,26.19994445,17,Yes,10.85820533,138.0488953,LowspentSmallvaluepayments,255.2458994,Standard
25.0,11586.36,1141.53,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,25.0,11.0,12.03,6.0,Standard,1269.23,25.48542369,0,Yes,10.85820533,50.94745789,LowspentSmallvaluepayments,342.3473368,Standard
25.0,11586.36,1141.53,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,25.0,9.0,12.03,6.0,Standard,1269.23,29.41460054,17,Yes,10.85820533,0.0,LowspentSmallvaluepayments,289.501114,Standard
25.0,11586.36,1141.53,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,25.0,11.0,12.03,6.0,Standard,1269.23,25.02486874,0,Yes,10.85820533,60.3838047,LowspentSmallvaluepayments,332.91099,Standard
25.0,11586.36,1141.53,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,24.0,12.0,12.03,6.0,,1269.23,37.93235244,18,Yes,10.85820533,73.9950278,LowspentMediumvaluepayments,309.2997669,Standard
25.0,11586.36,1141.53,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,27.0,0.0,12.03,6.0,Standard,1269.23,24.0950158,18,Yes,10.85820533,115.6987782,LowspentSmallvaluepayments,277.5960165,Standard
26.0,11586.36,0.0,5,5.0,17.0,2.0,1.0,,,,1.0,,,,,25.0,11.0,12.03,6.0,Standard,1269.23,32.94773862,0,Yes,10.85820533,0.0,HighspentLargevaluepayments,335.0851153,Good
28.0,35223.94,2849.328333,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,23.0,13.0,18.56,8.0,Standard,1269.36,28.07354172,21,Yes,61.91473592,55.17646331,HighspentMediumvaluepayments,417.8416341,Standard
28.0,35223.94,2849.328333,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,18.0,13.0,17.56,8.0,Standard,1269.36,22.81625656,21,Yes,61.91473592,36.08835939,HighspentMediumvaluepayments,436.929738,Standard
28.0,35223.94,2849.328333,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,18.0,13.0,18.56,8.0,,1269.36,28.41643842,21,Yes,61.91473592,235.0104647,LowspentLargevaluepayments,258.0076327,Standard
28.0,35223.94,0.0,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,18.0,16.0,18.56,8.0,Standard,1269.36,35.54591021,21,Yes,61.91473592,339.9349287,LowspentSmallvaluepayments,173.0831687,Standard
28.0,35223.94,2849.328333,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,23.0,13.0,22.56,8.0,Standard,1269.36,26.0682771,21,Yes,61.91473592,80.4380222,HighspentMediumvaluepayments,392.5800752,Standard
28.0,35223.94,2849.328333,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,18.0,11.0,18.56,8.0,Standard,1269.36,27.55232883,0,Yes,61.91473592,117.9587966,HighspentSmallvaluepayments,365.0593008,Standard
28.0,35223.94,0.0,7,4.0,17.0,3.0,,1.0,,1.0,,,1.0,,,18.0,13.0,18.56,9.0,Standard,1269.36,39.3631828,21,Yes,61.91473592,64.49349954,HighspentMediumvaluepayments,408.5245979,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,1.0,7.0,4.34,4.0,Good,1269.39,28.93478566,33,No,0.0,115.6798764,LowspentMediumvaluepayments,279.9878736,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,5.0,7.0,9.34,5.0,Good,1269.39,28.89026857,33,No,0.0,104.6171585,LowspentSmallvaluepayments,301.0505915,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,6.0,5.0,9.34,5.0,Good,1269.39,23.37017707,33,No,0.0,132.2272771,LowspentSmallvaluepayments,273.4404729,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,1.0,7.0,9.34,5.0,Good,1269.39,34.54285262,33,No,0.0,124.4029342,LowspentSmallvaluepayments,281.2648158,Standard
22.0,16844.13,0.0,2,7.0,6.0,0.0,,,,,,,,,,1.0,7.0,10.34,5.0,Good,1269.39,28.66826425,33,No,0.0,50.69950434,LowspentMediumvaluepayments,344.9682457,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,1.0,7.0,9.34,5.0,Good,1269.39,22.81474585,33,No,0.0,41.86498272,LowspentSmallvaluepayments,363.8027673,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,1.0,6.0,9.34,5.0,Good,1269.39,32.10083798,33,NM,0.0,57.52543398,LowspentSmallvaluepayments,348.142316,Standard
22.0,16844.13,1156.6775,2,7.0,6.0,0.0,,,,,,,,,,0.0,0.0,9.34,5.0,Good,1269.39,36.73761104,33,No,0.0,119.207685,LowspentSmallvaluepayments,286.460065,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,32.0,16.0,11.09,3.0,Standard,1269.4,26.45381338,27,Yes,0.0,118.7900467,HighspentMediumvaluepayments,887.49362,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,31.0,15.0,11.09,3.0,Standard,1269.4,27.99127225,27,Yes,0.0,918.9577755,LowspentSmallvaluepayments,127.3258912,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,29.0,14.0,11.09,3.0,,1269.4,30.12612266,28,Yes,0.0,566.1081534,LowspentMediumvaluepayments,470.1755133,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,27.0,16.0,11.09,3.0,Standard,1269.4,36.894637,28,Yes,0.0,451.7440417,HighspentSmallvaluepayments,564.539625,Standard
54.0,92794.04,0.0,4,7.0,7.0,0.0,,,,,,,,,,27.0,16.0,11.09,3.0,Standard,1269.4,42.45212042860001,28,Yes,0.0,190.2358538,HighspentMediumvaluepayments,816.0478129,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,22.0,16.0,11.09,3.0,Standard,1269.4,33.80757263,28,Yes,0.0,282.3693969,HighspentMediumvaluepayments,723.9142698,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,27.0,16.0,11.09,3.0,Standard,1269.4,40.22269836,28,Yes,0.0,56.28450413,HighspentLargevaluepayments,939.9991625,Standard
54.0,92794.04,7562.836667,4,7.0,7.0,0.0,,,,,,,,,,27.0,16.0,11.09,3.0,Standard,1269.4,28.6698975,28,Yes,0.0,145.0034534,HighspentSmallvaluepayments,871.2802133,Standard
48.0,10682.245,689.1870833,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,18.0,20.0,8.22,0.0,Standard,1269.6,34.61182444,26,No,17.93363425,58.07975034,,272.9053237,Standard
48.0,10682.245,0.0,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,20.0,19.0,8.22,0.0,Standard,1269.6,39.3649888,27,No,17.93363425,57.7509485,LowspentSmallvaluepayments,283.2341256,Standard
48.0,10682.245,0.0,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,18.0,18.0,1.22,0.0,Standard,1269.6,40.87308138,27,No,17.93363425,18.53728458,LowspentLargevaluepayments,302.4477895,Standard
48.0,10682.245,0.0,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,18.0,18.0,8.22,0.0,,1269.6,31.29273938,27,No,17.93363425,16.77757619,HighspentMediumvaluepayments,284.2074979,Standard
48.0,10682.245,689.1870833,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,22.0,18.0,8.22,0.0,Standard,1269.6,31.59914407,27,No,17.93363425,35.54957711,LowspentSmallvaluepayments,305.435497,Standard
48.0,10682.245,689.1870833,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,18.0,18.0,8.22,0.0,Standard,1269.6,31.28103809,27,No,17.93363425,70.58540937,LowspentSmallvaluepayments,270.3996647,Standard
48.0,10682.245,689.1870833,7,6.0,6.0,4.0,1.0,,2.0,,,,,,1.0,18.0,18.0,0.0,0.0,,1269.6,27.88450632,27,No,17.93363425,21.97550857,LowspentMediumvaluepayments,309.0095655,Standard
45.0,22006.43,1655.869167,8,3.0,19.0,0.0,,,,,,,,,,6.0,17.0,9.21,4.0,Standard,1269.66,27.7805125,21,Yes,0.0,62.97988174,HighspentMediumvaluepayments,352.6070349,Standard
45.0,22006.43,1655.869167,8,3.0,19.0,0.0,,,,,,,,,,6.0,18.0,9.21,4.0,Standard,1269.66,28.17301059,21,Yes,0.0,36.29160939,,379.2953073,Standard
4124.150000000023,22006.43,1655.869167,8,3.0,19.0,0.0,,,,,,,,,,6.0,18.0,10.21,4.0,Standard,1269.66,28.90875037,21,Yes,0.0,162.3893973,LowspentSmallvaluepayments,293.1975193,Standard
45.0,22006.43,1655.869167,8,3.0,19.0,0.0,,,,,,,,,,6.0,18.0,9.21,4.0,Standard,1269.66,35.8948093,22,Yes,5405.460000000196,95.43702812,LowspentMediumvaluepayments,350.1498885,Poor
45.0,22006.43,1655.869167,8,3.0,19.0,0.0,,,,,,,,,,4.0,0.0,9.21,4.0,Standard,1269.66,22.81528891,22,Yes,0.0,46.41085202,HighspentMediumvaluepayments,369.1760647,Poor
